name,owner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,openIssues,closedIssues,stars
helm,helm,2015-10-06T01:07:32Z,2025-08-11T18:39:16Z,Go,4085,214,469,7659,28332
the-super-tiny-compiler,jamiebuilds,2016-03-11T04:19:18Z,2025-08-11T06:25:10Z,JavaScript,20,0,0,0,28316
posthog,PostHog,2020-01-23T22:46:58Z,2025-08-11T19:56:26Z,Python,24692,15,2104,5512,28311
openssl,openssl,2013-01-15T22:34:48Z,2025-08-11T16:03:24Z,C,145,283,1746,8974,28295
reverse-interview,viraptor,2019-09-08T13:38:40Z,2025-08-11T16:31:11Z,None,75,0,7,18,28294
openai-python,openai,2020-10-25T23:23:54Z,2025-08-11T19:57:17Z,Python,988,313,86,985,28285
continue,continuedev,2023-05-24T03:39:39Z,2025-08-11T19:10:26Z,TypeScript,2740,370,918,2700,28271
90DaysOfDevOps,MichaelCade,2021-12-26T13:55:18Z,2025-08-11T17:26:44Z,Shell,358,2,9,80,28263
tdesktop,telegramdesktop,2014-05-02T12:36:31Z,2025-08-11T19:40:03Z,C++,1741,798,879,14337,28245
podman,containers,2017-11-01T15:01:27Z,2025-08-11T19:44:04Z,Go,11670,227,785,9223,28237
async,caolan,2010-06-01T21:01:30Z,2025-08-11T18:29:24Z,JavaScript,557,7,10,1132,28227
applied-ml,eugeneyan,2020-07-04T18:57:47Z,2025-08-11T11:35:28Z,None,208,0,2,22,28207
vscodium,VSCodium,2018-08-13T14:26:58Z,2025-08-11T20:03:41Z,Shell,540,237,116,1384,28200
gitbook,GitbookIO,2014-03-31T03:01:56Z,2025-08-11T17:56:56Z,TypeScript,1275,75,30,1879,28180
druid,alibaba,2011-11-03T05:12:51Z,2025-08-11T11:50:27Z,Java,1516,51,2249,2283,28168
nginxconfig.io,digitalocean,2018-01-05T14:21:14Z,2025-08-11T14:05:50Z,JavaScript,191,0,54,184,28168
linera-protocol,linera-io,2021-12-19T04:09:21Z,2025-08-11T18:58:39Z,Rust,2634,18,488,747,28130
backbone,jashkenas,2010-09-30T19:41:28Z,2025-08-10T20:09:23Z,JavaScript,881,0,42,2364,28109
qlib,microsoft,2020-08-14T06:46:00Z,2025-08-11T15:42:12Z,Python,721,22,251,723,28063
ChatGPT,acheong08,2022-12-03T14:35:24Z,2025-08-11T13:17:27Z,Python,292,277,11,792,28037
dnSpy,dnSpy,2015-07-01T16:05:10Z,2025-08-11T17:47:35Z,C#,53,1,0,0,28029
swagger-ui,swagger-api,2011-07-15T22:56:39Z,2025-08-11T18:22:49Z,JavaScript,3305,376,1209,4426,28023
Sunshine,LizardByte,2021-12-15T23:38:57Z,2025-08-11T19:38:49Z,C++,1454,43,81,974,28015
mobx,mobxjs,2015-03-14T14:31:38Z,2025-08-11T06:24:50Z,TypeScript,1152,113,57,1914,28000
react-select,JedWatson,2014-08-26T04:27:45Z,2025-08-11T18:13:57Z,TypeScript,1054,61,379,3249,27996
Python-programming-exercises,zhiwehu,2012-06-14T07:56:46Z,2025-08-11T16:21:27Z,None,0,0,68,17,27995
python-telegram-bot,python-telegram-bot,2015-07-07T15:30:39Z,2025-08-11T13:21:15Z,Python,1631,127,14,2261,27970
waifu2x,nagadomi,2015-05-17T07:29:15Z,2025-08-11T18:08:21Z,Lua,68,3,152,216,27964
nginx-proxy-manager,NginxProxyManager,2017-12-20T23:01:16Z,2025-08-11T19:27:51Z,JavaScript,526,77,922,2069,27951
Charts,ChartsOrg,2015-03-20T10:49:12Z,2025-08-11T17:15:09Z,Swift,427,38,891,3388,27927
vhr,lenve,2018-01-04T08:57:51Z,2025-08-11T11:16:14Z,Java,1,0,157,97,27899
trivy,aquasecurity,2019-04-11T01:01:07Z,2025-08-11T15:09:28Z,Go,3176,171,156,2749,27875
python-fire,google,2017-02-21T21:35:07Z,2025-08-11T19:35:13Z,Python,132,11,129,203,27818
ResumeSample,geekcompany,2014-09-08T08:08:13Z,2025-08-11T17:29:26Z,None,2,0,0,0,27786
Web,qianguyihao,2017-01-03T11:44:33Z,2025-08-11T08:21:46Z,None,0,0,70,156,27785
headlessui,tailwindlabs,2020-09-16T09:53:09Z,2025-08-11T13:28:31Z,TypeScript,619,127,110,1288,27777
aos,michalsnik,2015-07-09T17:49:00Z,2025-08-11T09:12:10Z,JavaScript,38,0,344,360,27774
create-t3-app,t3-oss,2022-05-24T13:31:01Z,2025-08-11T19:58:14Z,TypeScript,1114,138,63,675,27761
nginx,nginx,2015-06-23T10:26:27Z,2025-08-11T17:02:45Z,C,91,7,168,173,27704
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,2013-01-14T15:46:28Z,2025-08-11T19:10:03Z,Jupyter Notebook,243,0,157,90,27694
erpnext,frappe,2011-06-08T08:20:56Z,2025-08-11T19:29:19Z,Python,26346,1000,2249,14489,27652
redash,getredash,2013-10-28T13:19:39Z,2025-08-11T20:09:48Z,Python,3255,100,615,1956,27645
yapi,YMFE,2016-05-30T09:09:09Z,2025-08-10T13:10:33Z,JavaScript,141,1,1536,922,27641
raylib,raysan5,2013-10-24T15:46:04Z,2025-08-11T20:09:07Z,C,2147,24,26,1996,27636
WindTerm,kingToolbox,2019-10-09T19:56:09Z,2025-08-11T18:01:42Z,C,1,32,2168,562,27548
commander.js,tj,2011-08-14T21:33:58Z,2025-08-11T19:44:11Z,JavaScript,824,83,7,1130,27538
Tvlist-awesome-m3u-m3u8,imDazui,2017-02-18T03:59:25Z,2025-08-11T18:59:08Z,None,1,0,24,49,27529
EasyOCR,JaidedAI,2020-03-14T11:46:39Z,2025-08-11T20:10:29Z,Python,177,23,464,605,27519
Daily-Interview-Question,Advanced-Frontend,2019-01-19T10:49:00Z,2025-08-10T16:09:24Z,JavaScript,15,0,265,301,27510
so-vits-svc,svc-develop-team,2023-03-10T09:31:09Z,2025-08-11T18:01:09Z,Python,153,0,21,109,27500
flameshot,flameshot-org,2017-05-10T19:44:51Z,2025-08-11T19:09:07Z,C++,955,29,670,2059,27482
srs,ossrs,2015-04-29T06:59:32Z,2025-08-11T15:03:41Z,C++,492,67,230,1303,27455
Rectangle,rxhanson,2019-06-21T21:34:53Z,2025-08-11T14:49:05Z,Swift,258,92,85,598,27428
